date,time,minutes,category,activity,member
2022-09-16,10:00,6,Utilities,General,c
2022-09-16,10:00,5,Reference & Learning,Search,c
2022-09-16,10:00,5,Reference & Learning,Search,c
2022-09-16,10:00,,Instant Message,5,c
2022-09-16,10:00,5,Utilities,General,c
2022-09-16,10:00,5,Utilities,General,c
2022-09-16,10:00,4,Communication & Scheduling,Email,c
2022-09-16,10:00,4,Utilities,Anti-Virus & Spyware,c
2022-09-16,10:00,4,Utilities,General,c
2022-09-16,10:00,4,Utilities,General,c
2022-09-16,10:00,4,Utilities,General,c
2022-09-16,10:00,4,Utilities,General,c
2022-09-16,10:00,3,Reference & Learning,General,c
2022-09-16,10:00,3,Utilities,Other,c
2022-09-16,10:00,3,Reference & Learning,Search,c
2022-09-16,10:00,3,Design & Composition,Writing,c
2022-09-16,10:00,3,Design & Composition,Writing,c
2022-09-16,10:00,3,Design & Composition,Writing,c
2022-09-16,10:00,3,Utilities,Browsers,c
2022-09-16,10:00,3,Communication & Scheduling,Email,c
2022-09-16,10:00,,General,3,c
2022-09-16,10:00,3,Utilities,General,c
2022-09-16,10:00,3,Uncategorized,Uncategorized,c
2022-09-16,10:00,3,Utilities,General,c
2022-09-16,10:00,3,Utilities,General,c
2022-09-16,10:00,3,Utilities,Internet Utilities,c
2022-09-16,10:00,3,Reference & Learning,General,c
2022-09-16,10:00,2,Design & Composition,Presentation,c
2022-09-16,10:00,2,Utilities,General,c
2022-09-16,10:00,1,Design & Composition,Presentation,c
2022-09-16,10:00,,Writing,1,c
2022-09-16,11:00,867,Communication & Scheduling,Email,c
2022-09-16,11:00,232,Business,General,c
2022-09-16,11:00,199,Uncategorized,Uncategorized,c
2022-09-16,11:00,164,Reference & Learning,General,c
2022-09-16,11:00,161,Reference & Learning,General,c
2022-09-16,11:00,138,Design & Composition,Writing,c
2022-09-16,11:00,131,Business,General,c
2022-09-16,11:00,116,Design & Composition,Writing,c
2022-09-16,11:00,101,Business,General,c
2022-09-16,11:00,95,Design & Composition,Writing,c
2022-09-16,11:00,83,Communication & Scheduling,Instant Message,c
2022-09-16,11:00,71,Reference & Learning,General,c
2022-09-16,11:00,58,Reference & Learning,Search,c
2022-09-16,11:00,57,Reference & Learning,Search,c
2022-09-16,11:00,56,Reference & Learning,Search,c
2022-09-16,11:00,48,Business,General,c
2022-09-16,11:00,48,Business,General,c
2022-09-16,11:00,47,Reference & Learning,Search,c
2022-09-16,11:00,47,Reference & Learning,Search,c
2022-09-16,11:00,45,Reference & Learning,Search,c
2022-09-16,11:00,44,Other Work,Communications,c
2022-09-16,11:00,39,Reference & Learning,Search,c
2022-09-16,11:00,37,Design & Composition,Writing,c
2022-09-16,11:00,36,Reference & Learning,Search,c
2022-09-16,11:00,34,Reference & Learning,Search,c
2022-09-16,11:00,29,Design & Composition,Writing,c
2022-09-16,11:00,27,Reference & Learning,Search,c
2022-09-16,11:00,27,Design & Composition,Presentation,c
2022-09-16,11:00,27,Reference & Learning,Search,c
2022-09-16,11:00,26,Uncategorized,Uncategorized,c
2022-09-16,11:00,22,Reference & Learning,Search,c
2022-09-16,11:00,22,Design & Composition,Presentation,c
2022-09-16,11:00,21,Utilities,General,c
2022-09-16,11:00,20,News & Opinion,Science & Technology,c
2022-09-16,11:00,,Uncategorized,19,c
2022-09-16,11:00,18,Utilities,Browsers,c
2022-09-16,11:00,18,Business,General,c
2022-09-16,11:00,17,Design & Composition,Presentation,c
2022-09-16,11:00,16,Reference & Learning,Search,c
2022-09-16,11:00,16,Business,General,c
2022-09-16,11:00,15,Design & Composition,Presentation,c
2022-09-16,11:00,15,Reference & Learning,Search,c
2022-09-16,11:00,14,Uncategorized,Uncategorized,c
2022-09-16,11:00,12,Reference & Learning,Search,c
2022-09-16,11:00,12,Business,General,c
2022-09-16,11:00,10,Reference & Learning,Search,c
2022-09-16,11:00,10,Business,General,c
2022-09-16,11:00,10,Utilities,General,c
2022-09-16,11:00,8,Reference & Learning,Search,c
2022-09-16,11:00,8,Reference & Learning,Search,c
2022-09-16,11:00,8,Reference & Learning,Search,c
2022-09-16,11:00,8,Reference & Learning,General,c
2022-09-16,11:00,8,Utilities,General,c
2022-09-16,11:00,7,Communication & Scheduling,Email,c
2022-09-16,11:00,7,Reference & Learning,Search,c
2022-09-16,11:00,7,Reference & Learning,Search,c
2022-09-16,11:00,6,Utilities,General,c
2022-09-16,11:00,6,Utilities,General,c
2022-09-16,11:00,6,Utilities,General,c
2022-09-16,11:00,6,Utilities,General,c
2022-09-16,11:00,5,Reference & Learning,Search,c
2022-09-16,11:00,5,Reference & Learning,Search,c
2022-09-16,11:00,5,Business,General,c
2022-09-16,11:00,5,Business,General,c
2022-09-16,11:00,4,Communication & Scheduling,Email,c
2022-09-16,11:00,4,Business,General,c
2022-09-16,11:00,4,Utilities,General,c
2022-09-16,11:00,3,Communication & Scheduling,Email,c
2022-09-16,11:00,3,Communication & Scheduling,Email,c
2022-09-16,11:00,3,Reference & Learning,Search,c
2022-09-16,11:00,3,Communication & Scheduling,Email,c
2022-09-16,11:00,3,Reference & Learning,Search,c
2022-09-16,11:00,3,Utilities,General,c
2022-09-16,11:00,3,Utilities,General,c
2022-09-16,11:00,3,Business,General,c
2022-09-16,11:00,3,News & Opinion,Science & Technology,c
2022-09-16,11:00,3,Design & Composition,Writing,c
2022-09-16,11:00,3,Reference & Learning,Search,c
2022-09-16,11:00,2,Business,General,c
2022-09-16,11:00,2,Design & Composition,Presentation,c
2022-09-16,11:00,1,Uncategorized,Uncategorized,c
2022-09-16,12:00,100,Communication & Scheduling,Email,c
2022-09-16,12:00,49,Reference & Learning,Search,c
2022-09-16,12:00,34,Reference & Learning,Search,c
2022-09-16,12:00,23,Reference & Learning,Search,c
2022-09-16,12:00,19,Reference & Learning,Search,c
2022-09-16,12:00,19,Reference & Learning,Search,c
2022-09-16,12:00,18,Reference & Learning,Search,c
2022-09-16,12:00,9,Reference & Learning,Search,c
2022-09-16,12:00,8,Communication & Scheduling,Email,c
2022-09-16,12:00,6,Reference & Learning,Search,c
2022-09-16,12:00,4,Communication & Scheduling,Instant Message,c
2022-09-16,12:00,4,Reference & Learning,Search,c
2022-09-16,12:00,3,Reference & Learning,Search,c
2022-09-16,12:00,3,Reference & Learning,Search,c
2022-09-16,14:00,31,Communication & Scheduling,Email,c
2022-09-16,14:00,5,Communication & Scheduling,Instant Message,c
2022-09-16,17:00,63,Reference & Learning,General,c
2022-09-16,17:00,48,Communication & Scheduling,Email,c
2022-09-16,17:00,41,Utilities,General,c
2022-09-16,17:00,18,Utilities,Anti-Virus & Spyware,c
2022-09-16,17:00,17,Utilities,General,c
2022-09-16,17:00,15,Reference & Learning,General,c
2022-09-16,17:00,15,Uncategorized,Uncategorized,c
2022-09-16,17:00,11,Uncategorized,Uncategorized,c
2022-09-16,17:00,7,Utilities,Browsers,c
2022-09-16,17:00,6,News & Opinion,General,c
2022-09-16,17:00,4,Uncategorized,Unknown,c
2022-09-16,17:00,3,Utilities,General,c
2022-09-16,17:00,3,Utilities,Internet Utilities,c
2022-09-16,17:00,3,Utilities,Browsers,c
2022-09-16,17:00,2,Communication & Scheduling,Email,c
2022-09-16,21:00,154,Utilities,Other,c
2022-09-16,21:00,128,Other Work,Communications,c
2022-09-16,21:00,35,Communication & Scheduling,Email,c
2022-09-16,21:00,30,Reference & Learning,Search,c
2022-09-16,21:00,27,Reference & Learning,General,c
2022-09-16,21:00,13,Utilities,Browsers,c
2022-09-16,21:00,6,Reference & Learning,General,c
2022-09-16,21:00,6,Uncategorized,Uncategorized,c
2022-09-16,21:00,4,Business,General,c
2022-09-16,21:00,3,Uncategorized,Uncategorized,c
2022-09-16,21:00,2,Communication & Scheduling,Email,c
2022-09-16,21:00,2,Reference & Learning,Search,c
2022-09-16,21:00,2,Utilities,General,c
2022-09-16,17:00,696,Communication & Scheduling,General,d
2022-09-16,17:00,439,Uncategorized,Uncategorized,d
2022-09-16,17:00,170,Communication & Scheduling,Email,d
2022-09-16,17:00,168,Business,Intelligence,d
2022-09-16,17:00,144,Reference & Learning,Employment,d
2022-09-16,17:00,70,Uncategorized,Uncategorized,d
2022-09-16,17:00,26,Reference & Learning,Employment,d
2022-09-16,17:00,6,Utilities,Browsers,d
2022-09-16,17:00,6,Business,Customer Relations,d
2022-09-16,17:00,4,Reference & Learning,Search,d
2022-09-16,17:00,3,Utilities,General,d
2022-09-16,17:00,2,Reference & Learning,Employment,d
2022-09-16,17:00,2,Reference & Learning,Employment,d
2022-09-16,17:00,1,Reference & Learning,General,d
2022-09-16,17:00,1,Reference & Learning,Employment,d
2022-09-16,18:00,273,Uncategorized,Uncategorized,d
2022-09-16,18:00,202,Communication & Scheduling,Email,d
2022-09-16,18:00,81,Communication & Scheduling,General,d
2022-09-16,18:00,4,Business,Intelligence,d
2022-09-16,18:00,1,Utilities,General,d
2022-09-16,1:00,18,Reference & Learning,Health & Medicine,e
2022-09-16,1:00,1,Utilities,General,e
2022-09-16,2:00,68,Reference & Learning,Health & Medicine,e
2022-09-16,3:00,877,Reference & Learning,Health & Medicine,e
2022-09-16,4:00,568,Uncategorized,Uncategorized,e
2022-09-16,4:00,492,Uncategorized,Uncategorized,e
2022-09-16,4:00,323,Reference & Learning,Search,e
2022-09-16,4:00,237,Uncategorized,Uncategorized,e
2022-09-16,4:00,230,Reference & Learning,Search,e
2022-09-16,4:00,195,Utilities,General,e
2022-09-16,4:00,188,Reference & Learning,Health & Medicine,e
2022-09-16,4:00,168,Reference & Learning,Search,e
2022-09-16,4:00,113,Other Work,Communications,e
2022-09-16,4:00,91,Reference & Learning,Search,e
2022-09-16,4:00,90,Business,Administration,e
2022-09-16,4:00,77,Other Work,Communications,e
2022-09-16,4:00,75,Reference & Learning,General,e
2022-09-16,4:00,67,Uncategorized,Uncategorized,e
2022-09-16,4:00,67,Uncategorized,Uncategorized,e
2022-09-16,4:00,62,Uncategorized,Uncategorized,e
2022-09-16,4:00,61,Utilities,Browsers,e
2022-09-16,4:00,45,Other Work,Communications,e
2022-09-16,4:00,38,Communication & Scheduling,Instant Message,e
2022-09-16,4:00,31,Entertainment,Photos,e
2022-09-16,4:00,31,Reference & Learning,Search,e
2022-09-16,4:00,27,Other Work,Communications,e
2022-09-16,4:00,26,Reference & Learning,Travel & Outdoors,e
2022-09-16,4:00,23,Reference & Learning,Search,e
2022-09-16,4:00,21,Other Work,Communications,e
2022-09-16,4:00,20,Entertainment,Photos,e
2022-09-16,4:00,19,Reference & Learning,Search,e
2022-09-16,4:00,18,Reference & Learning,Search,e
2022-09-16,4:00,17,Other Work,Communications,e
2022-09-16,4:00,15,Other Work,Communications,e
2022-09-16,4:00,15,Utilities,General,e
2022-09-16,4:00,14,Other Work,Communications,e
2022-09-16,4:00,13,Reference & Learning,Search,e
2022-09-16,4:00,13,Reference & Learning,Search,e
2022-09-16,4:00,9,Other Work,Communications,e
2022-09-16,4:00,8,Design & Composition,Presentation,e
2022-09-16,4:00,8,Uncategorized,Uncategorized,e
2022-09-16,4:00,8,Reference & Learning,Search,e
2022-09-16,4:00,7,Other Work,Communications,e
2022-09-16,4:00,6,Design & Composition,Presentation,e
2022-09-16,4:00,6,Reference & Learning,Search,e
2022-09-16,4:00,6,Reference & Learning,Search,e
2022-09-16,4:00,6,Reference & Learning,Search,e
2022-09-16,4:00,4,Utilities,General,e
2022-09-16,4:00,4,Uncategorized,Uncategorized,e
2022-09-16,4:00,3,Utilities,Browsers,e
2022-09-16,4:00,3,Reference & Learning,Search,e
2022-09-16,4:00,2,Reference & Learning,Search,e
2022-09-16,4:00,2,Reference & Learning,Search,e
2022-09-16,4:00,2,Utilities,Browsers,e
2022-09-16,4:00,2,Reference & Learning,General,e
2022-09-16,4:00,2,Utilities,General,e
2022-09-16,4:00,2,Other Work,Communications,e
2022-09-16,4:00,2,Utilities,General,e
2022-09-16,4:00,1,Reference & Learning,Health & Medicine,e
2022-09-16,4:00,1,Reference & Learning,Search,e
2022-09-16,4:00,1,Other Work,Communications,e
2022-09-16,5:00,997,Other Work,Communications,e
2022-09-16,5:00,360,Uncategorized,Uncategorized,e
2022-09-16,5:00,178,Utilities,Browsers,e
2022-09-16,5:00,127,Uncategorized,Uncategorized,e
2022-09-16,5:00,121,Reference & Learning,Search,e
2022-09-16,5:00,51,Reference & Learning,Search,e
2022-09-16,5:00,47,Communication & Scheduling,Instant Message,e
2022-09-16,5:00,28,Communication & Scheduling,Email,e
2022-09-16,5:00,21,Entertainment,General,e
2022-09-16,5:00,17,Uncategorized,Uncategorized,e
2022-09-16,5:00,15,Reference & Learning,Search,e
2022-09-16,5:00,15,Reference & Learning,Search,e
2022-09-16,5:00,12,Other Work,Communications,e
2022-09-16,5:00,10,Communication & Scheduling,General,e
2022-09-16,5:00,10,News & Opinion,General,e
2022-09-16,5:00,9,Reference & Learning,Search,e
2022-09-16,5:00,8,Utilities,General,e
2022-09-16,5:00,8,Reference & Learning,Search,e
2022-09-16,5:00,8,Reference & Learning,Search,e
2022-09-16,5:00,8,Utilities,General,e
2022-09-16,5:00,7,Utilities,General,e
2022-09-16,5:00,7,Reference & Learning,Search,e
2022-09-16,5:00,7,Communication & Scheduling,Email,e
2022-09-16,5:00,6,Reference & Learning,Search,e
2022-09-16,5:00,5,Uncategorized,Uncategorized,e
2022-09-16,5:00,4,Utilities,Browsers,e
2022-09-16,5:00,4,Other Work,Communications,e
2022-09-16,5:00,4,News & Opinion,General,e
2022-09-16,5:00,4,Reference & Learning,Search,e
2022-09-16,5:00,4,Utilities,General,e
2022-09-16,5:00,3,Other Work,Communications,e
2022-09-16,5:00,3,Reference & Learning,Health & Medicine,e
2022-09-16,5:00,3,Uncategorized,Uncategorized,e
2022-09-16,5:00,3,Design & Composition,Presentation,e
2022-09-16,5:00,2,Other Work,Communications,e
2022-09-16,5:00,2,Communication & Scheduling,Calendars,e
2022-09-16,5:00,2,Communication & Scheduling,Calendars,e
2022-09-16,5:00,2,Reference & Learning,Travel & Outdoors,e
2022-09-16,5:00,2,Uncategorized,Uncategorized,e
2022-09-16,5:00,1,Other Work,Communications,e
2022-09-16,5:00,1,Communication & Scheduling,Calendars,e
2022-09-16,5:00,1,Reference & Learning,Engineering & Technology,e
2022-09-16,5:00,1,News & Opinion,General,e
2022-09-16,5:00,1,Business,Administration,e
2022-09-16,5:00,1,Reference & Learning,Search,e
2022-09-16,5:00,1,Reference & Learning,Search,e
2022-09-16,5:00,1,Reference & Learning,Search,e
2022-09-16,9:00,843,Social Networking,General,e
2022-09-16,9:00,641,Communication & Scheduling,Instant Message,e
2022-09-16,9:00,292,Entertainment,Photos,e
2022-09-16,9:00,59,Entertainment,Photos,e
2022-09-16,9:00,53,Communication & Scheduling,Instant Message,e
2022-09-16,9:00,22,Utilities,General,e
2022-09-16,9:00,6,Uncategorized,Uncategorized,e
2022-09-16,10:00,98,Communication & Scheduling,Instant Message,e
2022-09-16,10:00,17,Entertainment,Photos,e
2022-09-16,10:00,13,Utilities,General,e
2022-09-16,10:00,1,Social Networking,General,e
2022-09-16,11:00,448,Communication & Scheduling,General,e
2022-09-16,11:00,316,Uncategorized,Uncategorized,e
2022-09-16,11:00,295,Reference & Learning,Search,e
2022-09-16,11:00,264,Social Networking,General,e
2022-09-16,11:00,193,Entertainment,Photos,e
2022-09-16,11:00,163,Other Work,Communications,e
2022-09-16,11:00,109,Reference & Learning,General,e
2022-09-16,11:00,104,Communication & Scheduling,Instant Message,e
2022-09-16,11:00,85,Other Work,Communications,e
2022-09-16,11:00,79,Other Work,Communications,e
2022-09-16,11:00,59,Entertainment,Music,e
2022-09-16,11:00,40,Other Work,Communications,e
2022-09-16,11:00,39,Entertainment,Photos,e
2022-09-16,11:00,28,Utilities,General,e
2022-09-16,11:00,17,Communication & Scheduling,Instant Message,e
2022-09-16,11:00,16,Utilities,General,e
2022-09-16,11:00,7,Utilities,Browsers,e
2022-09-16,11:00,6,Reference & Learning,Search,e
2022-09-16,11:00,6,Design & Composition,Graphic Design,e
2022-09-16,11:00,5,Reference & Learning,Search,e
2022-09-16,11:00,5,Utilities,General,e
2022-09-16,11:00,4,Reference & Learning,Search,e
2022-09-16,11:00,3,Reference & Learning,Search,e
2022-09-16,11:00,3,Other Work,Communications,e
2022-09-16,11:00,2,Other Work,Communications,e
2022-09-16,11:00,1,Reference & Learning,Search,e
2022-09-16,12:00,2455,Social Networking,General,e
2022-09-16,12:00,612,Communication & Scheduling,Instant Message,e
2022-09-16,12:00,237,Utilities,Browsers,e
2022-09-16,12:00,146,Communication & Scheduling,General,e
2022-09-16,12:00,47,Communication & Scheduling,Instant Message,e
2022-09-16,12:00,40,Utilities,General,e
2022-09-16,12:00,10,Utilities,General,e
2022-09-16,12:00,5,Uncategorized,Uncategorized,e
2022-09-16,12:00,4,Utilities,General,e
2022-09-16,12:00,1,Shopping,General,e
2022-09-16,13:00,814,Communication & Scheduling,Instant Message,e
2022-09-16,13:00,776,Communication & Scheduling,Email,e
2022-09-16,13:00,339,Utilities,Browsers,e
2022-09-16,13:00,332,Other Work,Communications,e
2022-09-16,13:00,321,Other Work,Communications,e
2022-09-16,13:00,263,Other Work,Communications,e
2022-09-16,13:00,213,Other Work,Communications,e
2022-09-16,13:00,184,Other Work,Communications,e
2022-09-16,13:00,174,Other Work,Communications,e
2022-09-16,13:00,129,Social Networking,General,e
2022-09-16,13:00,105,Communication & Scheduling,General,e
2022-09-16,13:00,102,Other Work,Communications,e
2022-09-16,13:00,99,Entertainment,Photos,e
2022-09-16,13:00,87,Communication & Scheduling,General,e
2022-09-16,13:00,77,Social Networking,Professional Networking,e
2022-09-16,13:00,35,Other Work,Communications,e
2022-09-16,13:00,31,Social Networking,Professional Networking,e
2022-09-16,13:00,28,Other Work,Communications,e
2022-09-16,13:00,28,Social Networking,Professional Networking,e
2022-09-16,13:00,27,Social Networking,Professional Networking,e
2022-09-16,13:00,24,Other Work,Communications,e
2022-09-16,13:00,21,Reference & Learning,Search,e
2022-09-16,13:00,18,Communication & Scheduling,Calendars,e
2022-09-16,13:00,17,Other Work,Communications,e
2022-09-16,13:00,15,Social Networking,Professional Networking,e
2022-09-16,13:00,14,Other Work,Communications,e
2022-09-16,13:00,13,Other Work,Communications,e
2022-09-16,13:00,12,Other Work,Communications,e
2022-09-16,13:00,11,Other Work,Communications,e
2022-09-16,13:00,10,Other Work,Communications,e
2022-09-16,13:00,10,Utilities,General,e
2022-09-16,13:00,8,Social Networking,Professional Networking,e
2022-09-16,13:00,6,Other Work,Communications,e
2022-09-16,13:00,6,Utilities,General,e
2022-09-16,13:00,6,Entertainment,Music,e
2022-09-16,13:00,5,Communication & Scheduling,Email,e
2022-09-16,13:00,5,Uncategorized,Uncategorized,e
2022-09-16,13:00,3,Reference & Learning,Engineering & Technology,e
2022-09-16,13:00,3,Entertainment,Photos,e
2022-09-16,13:00,3,Communication & Scheduling,General,e
2022-09-16,13:00,3,Communication & Scheduling,General,e
2022-09-16,13:00,3,Utilities,Browsers,e
2022-09-16,13:00,2,Communication & Scheduling,Email,e
2022-09-16,13:00,2,Other Work,Communications,e
2022-09-16,13:00,2,Social Networking,Professional Networking,e
2022-09-16,13:00,2,Reference & Learning,Search,e
2022-09-16,13:00,2,Reference & Learning,Search,e
2022-09-16,13:00,1,Other Work,Communications,e
2022-09-16,13:00,1,Other Work,Communications,e
2022-09-16,13:00,1,Uncategorized,Uncategorized,e
2022-09-16,13:00,1,Social Networking,Professional Networking,e
2022-09-16,13:00,1,Communication & Scheduling,General,e
2022-09-16,13:00,1,Social Networking,Professional Networking,e
2022-09-16,13:00,1,Communication & Scheduling,General,e
2022-09-16,13:00,1,Reference & Learning,Search,e
2022-09-16,14:00,1874,Entertainment,Video,e
2022-09-16,14:00,574,Social Networking,General,e
2022-09-16,14:00,321,Entertainment,Video,e
2022-09-16,14:00,150,Other Work,Communications,e
2022-09-16,14:00,130,Other Work,Communications,e
2022-09-16,14:00,126,Other Work,Communications,e
2022-09-16,14:00,67,Other Work,Communications,e
2022-09-16,14:00,64,Other Work,Communications,e
2022-09-16,14:00,62,Communication & Scheduling,Instant Message,e
2022-09-16,14:00,43,Other Work,Communications,e
2022-09-16,14:00,40,Entertainment,Video,e
2022-09-16,14:00,34,Communication & Scheduling,Instant Message,e
2022-09-16,14:00,33,Communication & Scheduling,Instant Message,e
2022-09-16,14:00,10,Other Work,Communications,e
2022-09-16,14:00,9,Utilities,General,e
2022-09-16,14:00,6,Utilities,General,e
2022-09-16,14:00,5,Communication & Scheduling,Email,e
2022-09-16,14:00,4,Other Work,Communications,e
2022-09-16,14:00,2,Other Work,Communications,e
2022-09-16,14:00,1,Entertainment,Video,e
2022-09-16,14:00,1,Entertainment,Video,e
2022-09-16,14:00,1,Entertainment,Video,e
2022-09-16,15:00,650,Entertainment,Video,e
2022-09-16,15:00,285,Entertainment,Video,e
2022-09-16,15:00,166,Social Networking,General,e
2022-09-16,15:00,126,Social Networking,General,e
2022-09-16,15:00,80,Other Work,Communications,e
2022-09-16,15:00,55,Other Work,Communications,e
2022-09-16,15:00,42,Social Networking,General,e
2022-09-16,15:00,30,Communication & Scheduling,Instant Message,e
2022-09-16,15:00,28,Social Networking,General,e
2022-09-16,15:00,26,Entertainment,Video,e
2022-09-16,15:00,25,Utilities,General,e
2022-09-16,15:00,20,Social Networking,General,e
2022-09-16,15:00,19,Other Work,Communications,e
2022-09-16,15:00,16,Social Networking,General,e
2022-09-16,15:00,12,Social Networking,General,e
2022-09-16,15:00,10,Social Networking,General,e
2022-09-16,15:00,10,Entertainment,Video,e
2022-09-16,15:00,10,Social Networking,General,e
2022-09-16,15:00,9,Entertainment,Video,e
2022-09-16,15:00,9,Social Networking,General,e
2022-09-16,15:00,8,Social Networking,General,e
2022-09-16,15:00,8,Social Networking,General,e
2022-09-16,15:00,7,Utilities,General,e
2022-09-16,15:00,7,Utilities,General,e
2022-09-16,15:00,6,Social Networking,General,e
2022-09-16,15:00,5,Social Networking,General,e
2022-09-16,15:00,3,Social Networking,General,e
2022-09-16,15:00,3,Other Work,Communications,e
2022-09-16,15:00,2,Social Networking,General,e
2022-09-16,15:00,2,Entertainment,Video,e
2022-09-16,15:00,2,Communication & Scheduling,Instant Message,e
2022-09-16,15:00,1,Social Networking,General,e
2022-09-16,15:00,1,Social Networking,General,e
2022-09-16,15:00,1,Social Networking,General,e
2022-09-16,15:00,1,Uncategorized,Uncategorized,e
2022-09-16,15:00,1,Utilities,General,e
2022-09-16,16:00,624,Entertainment,Video,e
2022-09-16,16:00,564,Entertainment,Video,e
2022-09-16,16:00,387,News & Opinion,General,e
2022-09-16,16:00,212,Entertainment,Video,e
2022-09-16,16:00,156,Entertainment,Video,e
2022-09-16,16:00,129,Entertainment,Video,e
2022-09-16,16:00,121,Entertainment,Video,e
2022-09-16,16:00,116,Entertainment,Video,e
2022-09-16,16:00,93,News & Opinion,General,e
2022-09-16,16:00,77,Entertainment,Video,e
2022-09-16,16:00,74,Entertainment,General,e
2022-09-16,16:00,71,Entertainment,Video,e
2022-09-16,16:00,68,Other Work,Communications,e
2022-09-16,16:00,62,Other Work,Communications,e
2022-09-16,16:00,55,Entertainment,Video,e
2022-09-16,16:00,51,Entertainment,Video,e
2022-09-16,16:00,45,Communication & Scheduling,General,e
2022-09-16,16:00,40,Entertainment,Video,e
2022-09-16,16:00,32,Entertainment,Video,e
2022-09-16,16:00,30,Communication & Scheduling,General,e
2022-09-16,16:00,26,Entertainment,Video,e
2022-09-16,16:00,19,News & Opinion,General,e
2022-09-16,16:00,13,Communication & Scheduling,General,e
2022-09-16,16:00,13,Communication & Scheduling,General,e
2022-09-16,16:00,12,Entertainment,Video,e
2022-09-16,16:00,9,Other Work,Communications,e
2022-09-16,16:00,9,Entertainment,Video,e
2022-09-16,16:00,5,Entertainment,Video,e
2022-09-16,16:00,5,Reference & Learning,Search,e
2022-09-16,16:00,5,Reference & Learning,Search,e
2022-09-16,16:00,4,Entertainment,Video,e
2022-09-16,16:00,4,Other Work,Communications,e
2022-09-16,16:00,3,Utilities,General,e
2022-09-16,16:00,3,Communication & Scheduling,Instant Message,e
2022-09-16,16:00,2,Entertainment,Video,e
2022-09-16,16:00,2,Communication & Scheduling,General,e
2022-09-16,16:00,2,Communication & Scheduling,General,e
2022-09-16,16:00,2,Reference & Learning,Search,e
2022-09-16,16:00,2,Reference & Learning,Search,e
2022-09-16,16:00,2,Utilities,Browsers,e
2022-09-16,16:00,1,Reference & Learning,Search,e
2022-09-16,16:00,1,Communication & Scheduling,General,e
2022-09-16,16:00,1,Other Work,Communications,e
2022-09-16,16:00,1,Entertainment,Video,e
2022-09-16,17:00,162,Communication & Scheduling,Instant Message,e
2022-09-16,17:00,135,Social Networking,General,e
2022-09-16,17:00,122,Uncategorized,Uncategorized,e
2022-09-16,17:00,42,Communication & Scheduling,Instant Message,e
2022-09-16,17:00,41,Utilities,General,e
2022-09-16,17:00,23,Entertainment,Video,e
2022-09-16,17:00,16,Entertainment,Photos,e
2022-09-16,17:00,7,Entertainment,Photos,e
2022-09-16,17:00,1,Uncategorized,Uncategorized,e
2022-09-16,18:00,334,Communication & Scheduling,Instant Message,e
2022-09-16,18:00,308,Entertainment,Video,e
2022-09-16,18:00,308,Reference & Learning,General,e
2022-09-16,18:00,223,Entertainment,Video,e
2022-09-16,18:00,199,Entertainment,Video,e
2022-09-16,18:00,167,Reference & Learning,General,e
2022-09-16,18:00,154,Entertainment,Video,e
2022-09-16,18:00,148,Entertainment,Video,e
2022-09-16,18:00,120,Entertainment,Video,e
2022-09-16,18:00,109,Entertainment,Video,e
2022-09-16,18:00,65,Other Work,Communications,e
2022-09-16,18:00,57,Utilities,Browsers,e
2022-09-16,18:00,56,Entertainment,Video,e
2022-09-16,18:00,54,Entertainment,Video,e
2022-09-16,18:00,43,Entertainment,Video,e
2022-09-16,18:00,43,Entertainment,Video,e
2022-09-16,18:00,40,Entertainment,Video,e
2022-09-16,18:00,39,Entertainment,Video,e
2022-09-16,18:00,39,Entertainment,Video,e
2022-09-16,18:00,38,Entertainment,Video,e
2022-09-16,18:00,31,Entertainment,Video,e
2022-09-16,18:00,30,Entertainment,Video,e
2022-09-16,18:00,28,Entertainment,Video,e
2022-09-16,18:00,27,Other Work,Communications,e
2022-09-16,18:00,21,Entertainment,Video,e
2022-09-16,18:00,18,Entertainment,Video,e
2022-09-16,18:00,17,Entertainment,Video,e
2022-09-16,18:00,17,Entertainment,Music,e
2022-09-16,18:00,15,Other Work,Communications,e
2022-09-16,18:00,15,Entertainment,Video,e
2022-09-16,18:00,15,Utilities,General,e
2022-09-16,18:00,12,Entertainment,Video,e
2022-09-16,18:00,9,Entertainment,Video,e
2022-09-16,18:00,9,Entertainment,Video,e
2022-09-16,18:00,8,Entertainment,Video,e
2022-09-16,18:00,7,Entertainment,Video,e
2022-09-16,18:00,7,Entertainment,Video,e
2022-09-16,18:00,6,Entertainment,Video,e
2022-09-16,18:00,5,Reference & Learning,Search,e
2022-09-16,18:00,4,Entertainment,Video,e
2022-09-16,18:00,4,Entertainment,Video,e
2022-09-16,18:00,3,Entertainment,Video,e
2022-09-16,18:00,3,News & Opinion,General,e
2022-09-16,18:00,3,Utilities,General,e
2022-09-16,18:00,2,Utilities,General,e
2022-09-16,18:00,2,Entertainment,Video,e
2022-09-16,18:00,2,Entertainment,Video,e
2022-09-16,18:00,2,Entertainment,Video,e
2022-09-16,18:00,2,Entertainment,Video,e
2022-09-16,18:00,2,Uncategorized,Uncategorized,e
2022-09-16,18:00,1,Utilities,Browsers,e
2022-09-16,18:00,1,Other Work,Communications,e
2022-09-16,18:00,1,Entertainment,Video,e
2022-09-16,18:00,1,Entertainment,Video,e
2022-09-16,18:00,1,Entertainment,Video,e
